Ticker,Company Name,HQ City,HQ State/Province,HQ Country,ESG Risk Score,ESG Risk Score Level,ESG Risk Score Percentile,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level Risk Text,2019 Performance,Market Cap,Exchange,CEO,Logo Image URL,Website URL,Industry,Sector,Company Description,Latitude,Longitude,address
STLD,Steel Dynamics Inc.,Fort wayne,Indiana,United states of america,34,High,69th percentile,13.2,14.2,6.9,Moderate,13.31557923,6.56E+09,Nasdaq Global Select,Mark D. Millett,https://financialmodelingprep.com/images-New-jpg/STLD.jpg,http://www.steeldynamics.com,Steel,Basic Materials,"Steel Dynamics Inc is a steel producers and metal recycler in the United States. The company produces steel sheet products, long products and steel finishing products. It also operates metals recycling and steel fabrication business.",41.079273,-85.1393513,"Fort wayne,Indiana,United states of america"
FLEX,Flex Ltd.,Singapore,Singapore,Singapore,8,Negligible,1st percentile,0.8,2.8,4.9,Low,65.83442838,6.58E+09,Nasdaq Global Select,Not Available,https://financialmodelingprep.com/images-New-jpg/FLEX.jpg,https://www.flex.com,Computer Hardware,Technology,"Flex Ltd is a provider of Sketch-to-Scale services. It provides designing, manufacturing and supply chain services of packaged consumer electronics and industrial products to various industries and end-markets.",33.791638,-84.389488,Not Available
CDK,CDK Global Inc.,Hoffman estates,Illinois,United states of america,19,Low,17th percentile,1.4,12.7,5.2,Moderate,14.2021721,6.61E+09,Nasdaq Global Select,Brian Patrick MacDonald,https://financialmodelingprep.com/images-New-jpg/CDK.jpg,http://www.cdkglobal.com,Application Software,Technology,"CDK Global Inc provides integrated information technology and digital marketing solutions to the automotive retail industry. The Company offers their services to Auto, Truck, Motorcycle, Marine, Recreational Vehicle & Heavy Equipment dealers.",42.0629915,-88.1227199,"Hoffman estates,Illinois,United states of america"
PVH,PVH Corp.,New york city,New york,United states of america,15,Low,8th percentile,1.1,7.6,6.8,Significant,13.1253362,6.67E+09,New York Stock Exchange,Emanuel Chirico,https://financialmodelingprep.com/images-New-jpg/PVH.jpg,http://www.pvh.com,Manufacturing - Apparel & Furniture,Consumer Cyclical,"PVH Corp is apparel company, which designs and markets branded dress shirts, neckwear, sportswear, jeanswear, intimate apparel, swim products, handbags, footwear and other related products. Its brands include Tommy Hilfiger and Calvin Klein.",40.7127753,-74.0059728,"New york city,New york,United states of america"
AXTA,Axalta Coating Systems Ltd.,Philadelphia,Pennsylvania,United states of america,26,Medium,40th percentile,13.1,7.7,5.4,Moderate,29.80358668,6.70E+09,New York Stock Exchange,Charles W. Shaver,https://financialmodelingprep.com/images-New-jpg/AXTA.jpg,http://www.axaltacs.com,Chemicals,Basic Materials,"Axalta Coating Systems Ltd is a manufacturer, marketer, and distributor of high-performance coatings systems. It operates its business in two segments, performance coatings, and transportation coatings.",39.9525839,-75.1652215,"Philadelphia,Pennsylvania,United states of america"
HDS,HD Supply Holdings Inc.,Atlanta,Georgia,United states of america,21,Medium,23rd percentile,5.7,7.8,7.5,Low,7.196162047,6.71E+09,Nasdaq Global Select,Joseph J. Deangelo,https://financialmodelingprep.com/images-New-jpg/HDS.jpg,http://www.hdsupply.com,Industrial Distribution,Industrials,"HD Supply Holdings Inc is an industrial distributor. It provides a broad range of products and value-added services to customers in various sectors such as maintenance, repair and operations, infrastructure and power and specialty construction.",33.7489954,-84.3879824,"Atlanta,Georgia,United states of america"
SMG,Scotts Miracle-Gro Company (The),Marysville,Ohio,United states of america,47,Severe,91st percentile,20.8,15.7,10.2,Moderate,72.76277253,6.74E+09,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/SMG.jpg,http://www.scottsmiraclegro.com,Agriculture,Basic Materials,"The Scotts Miracle Gro Co is operative in the agricultural industry. It manufactures and sells dry, granular slow-release lawn fertilizers, combination lawn fertilizer and control products.",40.2364486,-83.3671432,"Marysville,Ohio,United states of america"
SPR,Spirit Aerosystems Holdings Inc.,Wichita,Kansas,United states of america,37,Severe,74th percentile,11,17,9,Moderate,1.095852407,6.74E+09,New York Stock Exchange,Thomas C. Gentile,https://financialmodelingprep.com/images-New-jpg/SPR.jpg,http://www.spiritaero.com,Aerospace & Defense,Industrials,"Spirit AeroSystems Holdings Inc is an independent non-OEM aircraft parts designer and manufacturer of commercial aerostructures. The Company design, engineer, and manufactures fuselages,wing structures, nacelles, pylons, and flight control surfaces.",37.6871761,-97.330053,"Wichita,Kansas,United states of america"
GPS,Gap Inc. (The),San francisco,California,United states of america,13,Low,4th percentile,1.1,6.2,5.9,Significant,-31.36645963,6.76E+09,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/GPS.jpg,http://www.gapinc.com,Retail - Apparel & Specialty,Consumer Cyclical,"Gap Inc is a global apparel and accessories retailer. The company offers products for men, women, and children under various brands such as Gap, Banana Republic, Old Navy, Athleta, and Intermix.",37.7749295,-122.4194155,"San francisco,California,United states of america"
DCI,Donaldson Company Inc.,Minneapolis,Minnesota,United states of america,33,High,65th percentile,10.8,15.2,7.2,Moderate,32.79557502,6.77E+09,New York Stock Exchange,Tod E. Carpenter,https://financialmodelingprep.com/images-New-jpg/DCI.jpg,http://www.donaldson.com,Industrial Products,Industrials,"Donaldson Co Inc is a provider of industrial goods. It manufactures filtration systems such as dust, fume, and mist collectors.",44.977753,-93.2650108,"Minneapolis,Minnesota,United states of america"
ALV,Autoliv Inc.,Stockholm,Stockholm,Sweden,17,Low,12th percentile,5.2,4.8,7.3,Significant,20.19080165,6.82E+09,New York Stock Exchange,Jan Carlson,https://financialmodelingprep.com/images-New-jpg/ALV.jpg,http://www.autoliv.com,Autos,Consumer Cyclical,Autoliv Inc is involved in the auto parts industry. Its products mainly include passive and active safety systems.,59.3293235,18.0685808,"Stockholm,Stockholm,Sweden"
OC,Owens Corning Inc New,Toledo,Ohio,United states of america,17,Low,12th percentile,8.8,2.4,6.3,Moderate,48.06730332,6.84E+09,New York Stock Exchange,Michael H. Thaman,https://financialmodelingprep.com/images-New-jpg/OC.jpg,http://www.owenscorning.com,Building Materials,Basic Materials,"Owens-Corning Inc manufactures and sells glass fiber products in the US. The company mainly offers Composites, Insulation, and Roofing solutions. Through these businesses it provides glass fiber, insulation service, shingles and roofing accessories.",41.6528052,-83.5378674,"Toledo,Ohio,United states of america"
PBCT,People's United Financial Inc.,Bridgeport,Connecticut,United states of america,27,Medium,42nd percentile,3.3,12.8,10.7,Moderate,17.11711712,6.87E+09,Nasdaq Global Select,John P. Barnes,https://financialmodelingprep.com/images-New-jpg/PBCT.jpg,http://www.peoples.com,Banks,Financial Services,"People's United Financial Inc is a bank holding company. It provides commercial banking, retail and business banking, and wealth management services to individual, corporate and municipal customers.",41.1792258,-73.1894384,"Bridgeport,Connecticut,United states of america"
EWBC,East West Bancorp Inc.,Pasadena,California,United states of america,27,Medium,42nd percentile,2.2,12.2,12.2,Low,11.87686653,6.91E+09,Nasdaq Global Select,Dominic Ng,https://financialmodelingprep.com/images-New-jpg/EWBC.jpg,http://www.eastwestbank.com,Banks,Financial Services,"East West Bancorp Inc is the holding company for East West Bank, a full-service commercial bank with cross-border operations concentrated in the United States and China. Its reportable segments are Retail Banking, Commercial Banking and Other.",34.1477849,-118.1445155,"Pasadena,California,United states of america"
IPGP,IPG Photonics Corporation,Oxford,Massachusetts,United states of america,14,Negligible,5th percentile,3,4,6,,27.91949863,6.96E+09,Nasdaq Global Select,Valentin P. Gapontsev,https://financialmodelingprep.com/images-New-jpg/IPGP.jpg,http://www.ipgphotonics.com,Semiconductors,Technology,"IPG Photonics Corp is a developer and manufacturer of fiber lasers and amplifiers for diverse applications in numerous markets. The company sells its products globally to OEMs, system integrators and end users in a wide range of diverse markets.",42.1167606,-71.8647577,"Oxford,Massachusetts,United states of america"
ORI,Old Republic International Corporation,Chicago,Illinois,United states of america,33,Severe,63rd percentile,2,12,18,Moderate,8.750607681,6.96E+09,New York Stock Exchange,Aldo C. Zucaro,https://financialmodelingprep.com/images-New-jpg/ORI.jpg,http://www.oldrepublic.com,Insurance,Financial Services,"Old Republic International Corporation is engaged in insurance underwriting and related services. It conducts its operations through General Insurance, Title Insurance, and the Republic Financial Indemnity and consumer credit indemnity Run-off Business.",41.8781136,-87.6297982,"Chicago,Illinois,United states of america"
WBC,Wabco Holdings Inc.,Bern,Bern,Switzerland,25,Medium,36th percentile,5.5,11.7,7.8,Moderate,26.23439538,6.96E+09,New York Stock Exchange,Jacques Esculier,https://financialmodelingprep.com/images-New-jpg/WBC.jpg,http://www.wabco-auto.com,Autos,Consumer Cyclical,"WABCO Holdings Inc and its subsidiaries engineers, develops, manufactures and sells integrated systems controlling braking, stability, suspension and transmission automation as well as air compression and processing for commercial vehicles.",46.9479739,7.4474468,"Bern,Bern,Switzerland"
KSS,Kohl's Corporation,Menomonee falls,Wisconsin,United states of america,16,Low,9th percentile,2.3,8.7,4.9,Moderate,-23.1986735,6.98E+09,New York Stock Exchange,Kevin Mansell,https://financialmodelingprep.com/images-New-jpg/KSS.jpg,https://www.kohlscorporation.com,Retail - Apparel & Specialty,Consumer Cyclical,"Kohl's Corp is an American broadlines retailer. It operates department stores that sell moderately priced exclusive and national brand apparel, footwear, accessories, beauty and home products. The company also has an e-commerce platform.",43.1788967,-88.1173132,"Menomonee falls,Wisconsin,United states of america"
GVNV.AS,GrandVision N.V.,Schiphol,Noord-holland,Netherlands,15,Negligible,6th percentile,3,6,5,Moderate,43.3350758,7.03E+09,Amsterdam,Not Available,https://financialmodelingprep.com/images-New-jpg/GVNV.AS.jpg,http://www.grandvision.com,Specialty Retail,Consumer Cyclical,"GrandVision N.V., together with its subsidiaries, operates optical retail chains in the Netherlands and internationally. The company offers a range of optical services; prescription glasses, including frames and lenses; contact lenses; care products; and sunglasses comprising plain and with prescription lenses. It operates under 30 retail banners. As of February 27, 2019, the company operated approximately 7,095 optical retail stores. It also provides eye testing, examinations, and diagnostics services. The company was founded in 1891 and is headquartered in Schiphol, the Netherlands. GrandVision N.V. is a subsidiary of HAL Optical Investments B.V.",52.3076865,4.7674241,"Schiphol,Noord-holland,Netherlands"
RHI,Robert Half International Inc.,Menlo park,California,United states of america,11,Low,2nd percentile,0.1,7.4,3.9,Low,10.4020979,7.04E+09,New York Stock Exchange,Harold M. Messmer,https://financialmodelingprep.com/images-New-jpg/RHI.jpg,http://www.roberthalf.com,Employment Services,Industrials,"Robert Half International Inc is a staffing agency providing specialized staffing and risk consulting services through divisions such as Accountemps, Robert Half Finance & Accounting, OfficeTeam, Robert Half Technology, and others.",37.4529598,-122.1817252,"Menlo park,California,United states of america"
